orderId,guid,name,eun,manufacturer,catalogueNumber,serialNumber,qunatity,link,import,Procured for (from DL),systemGuid
19911584,18b6db45-374e-4d4d-b5d9-6a17806521c8,2'' witness samples,20050098,Laseroptik,,,4,order,,, 
19911584,cb8b9112-ec3a-4e34-be50-c00ed67364db,2'' witness samples,20050098,Laseroptik,,,4,order,,, 
19912224,b8dd8fc1-5209-4660-b51b-144264d6f4f5,RÃ¡mcovÃ¡ smlouvat WNT 2019,19100659,,,,1,order,,, 
19912480,d348eb72-b1f9-4ce2-a0a1-fc7de89c39fb,"Prï¾…ï½¯myslovï¾ƒï½¡ kamera, 1920 x1200, 51 fps, 1/2.3"", ï¾„ç¨¿rnobï¾ƒï½­lï¾ƒï½¡, IMX392, C-mount, GigE Vision",19110495,,,,1,order,,, 
19920245,5660d082-39a5-49d5-981c-8e2a58383b72,cubic vacuum chamber The same as 70-0000-0000-00510. Breadbord 450x450,19080004,,,,1,order,,, 
19920289,b64ac3d9-470c-4166-ab43-5e4023edfc32,SPIDER IR,19080239,Optixs,,,1,order,,, 
19920349,f77095b1-f64c-4f91-9392-193ac37d5ddf,Undoped YAG crystal 7x7x130,19100038,EKSMA,EKSMA-YAG-7x7x130,,1,order,y,02)  L2,ce3d91a4-0690-423f-856c-b6cf75022dc2
19920349,f77095b1-f64c-4f91-9392-193ac37d5ddf,Undoped YAG crystal 7x7x130,19100037,EKSMA,EKSMA-YAG-7x7x130,,1,order,y,02)  L2,ce3d91a4-0690-423f-856c-b6cf75022dc2
19920349,f77095b1-f64c-4f91-9392-193ac37d5ddf,Undoped YAG crystal 7x7x130,19100035,EKSMA,EKSMA-YAG-7x7x130,,1,order,y,02)  L2,ce3d91a4-0690-423f-856c-b6cf75022dc2
19920349,f77095b1-f64c-4f91-9392-193ac37d5ddf,Undoped YAG crystal 7x7x90,19100036,EKSMA,EKSMA-YAG-7x7x90,,1,order,y,02)  L2,ce3d91a4-0690-423f-856c-b6cf75022dc2
19920375,e59a8cbe-8cdd-4ba6-bff3-634c3266e6a9,4H SiC wafers + 2 epitaxial layers ,20020353,LPE S.P.A.,,,1,order,,, 
19920375,e59a8cbe-8cdd-4ba6-bff3-634c3266e6a9,4H SiC wafers + 2 epitaxial layers ,20020355,LPE S.P.A.,,,1,order,,, 
19920375,e59a8cbe-8cdd-4ba6-bff3-634c3266e6a9,4H SiC wafers + 2 epitaxial layers ,20020356,LPE S.P.A.,,,1,order,,, 
19920375,e59a8cbe-8cdd-4ba6-bff3-634c3266e6a9,4H SiC wafers + 2 epitaxial layers ,20020357,LPE S.P.A.,,,1,order,,, 
19920375,e59a8cbe-8cdd-4ba6-bff3-634c3266e6a9,4H SiC wafers + 2 epitaxial layers ,20020354,LPE S.P.A.,,,1,order,,, 
19920398,c13331b9-a7fa-4f2e-8863-2c6bc590c8ad,2110-2G-3-NNV,20030065,Dahlman Filter Services,,,1,order,,, 
19920398,c13331b9-a7fa-4f2e-8863-2c6bc590c8ad,2110-2G-3-NNV,20030063,Dahlman Filter Services,,,1,order,,, 
19920398,c13331b9-a7fa-4f2e-8863-2c6bc590c8ad,2110-2G-3-NNV,20030058,Dahlman Filter Services,,,1,order,,, 
19920398,c13331b9-a7fa-4f2e-8863-2c6bc590c8ad,2110-2G-3-NNV,20030059,Dahlman Filter Services,,,1,order,,, 
19920398,c13331b9-a7fa-4f2e-8863-2c6bc590c8ad,2110-2G-3-NNV,20030057,Dahlman Filter Services,,,1,order,,, 
20900030,91c5185f-a201-49eb-8933-c8857ed6ffd0,"2"" 70:30 (R:T) UVFS Plate Beamsplitter, Coating: 700 - 1100 nm, t = 8 mm (BST17) ",20080343,Thorlabs GmbH,BST17,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4
20910111,5a4b2cac-55fb-4bb6-91d8-ef9208c174e2, multi conductor cables,20020122,,,,1,order,,, 
20910113,ec473fc8-5f48-4659-bbbb-97992b0aefab,Intel E40GQSFPLR Compatible 40GBASE-LR4 QSFP+ 1310nm 10km LC DOM Optical Transceiver Module,20070172,FS.COM GmbH,75828,,1,order,,, 
20910812,0e448b41-7a5d-44e7-90d7-68818cefe7a6,Adapter for mounting XUV spectrometer maxLIGHT PRO,20040090,Dr.Hoerlein & Partner GbR,,,1,order,,, 
20910911,ee7974a9-914c-4bc6-a1d2-0ea5f42a41b8,"YAG:Ce, both sides polished, dimensions: 50 x 30 x 1 mm",20040322,CRYTUR,,,1,order,,, 
20910945,6183fb30-0757-42c7-91e2-92e6f462f062,"KY-CCA-081 CoaXPress cable, Micro BNC to Micro BNC, 20m",20050035,Kaya Vision Instruments,,,1,order,,, 
20910945,6183fb30-0757-42c7-91e2-92e6f462f062,"KY-CCA-081 CoaXPress cable, Micro BNC to Micro BNC, 20m",20050034,Kaya Vision Instruments,,,1,order,,, 
20910945,6183fb30-0757-42c7-91e2-92e6f462f062,KY-FGK-II-CXP Komodo II 4 Channel CoaXPress 12G Frame Grabber,20050033,Kaya Vision Instruments,,,1,order,,, 
20911121,6b536937-a646-48cd-91d1-7cbcf728eccd,DiagnostickÃ¡ komora(Kanon),20050265,Vakuum Praha,,,1,order,,, 
20911212,d1e7a3a7-8f67-4765-89db-190e44910396,acA1920-40gm - Basler ace: GigE camera with the Sony IMX249 CMOS sensor,20060084,ATEsystem s.r.o.,,,1,order,,, 
20911212,d1e7a3a7-8f67-4765-89db-190e44910396,acA1920-40gm - Basler ace: GigE camera with the Sony IMX249 CMOS sensor,20060085,ATEsystem s.r.o.,,,1,order,,, 
20911212,d1e7a3a7-8f67-4765-89db-190e44910396,acA1920-40um - Basler ace: USB 3.0 camera with the Sony IMX249 CMOS sensor delivers 41 frames ,20060082,ATEsystem s.r.o.,,,1,order,,, 
20911212,d1e7a3a7-8f67-4765-89db-190e44910396,acA1920-40gm - Basler ace: GigE camera with the Sony IMX249 CMOS sensor,20060086,ATEsystem s.r.o.,,,1,order,,, 
20911255,5b5eeb2b-663b-4de1-9e99-68ac5caa4d4b,"Matice BNT 2510-5,3ZZ",20080051,HENNLICH s.r.o.,,,1,order,,, 
20911255,5b5eeb2b-663b-4de1-9e99-68ac5caa4d4b,"Matice BNT 2510-5,3ZZ",20080050,HENNLICH s.r.o.,,,1,order,,, 
20911273,44c6b96f-5501-437a-9df2-5583c538af5b,"CH Series Check Valve SS,3/8"" Slok,1 psi,SCÂ­11",20060174,Central Fluidsystems s.r.o.,SSÂ­CHS6Â­1Â­SC11,,1,order,,, 
20911276,613b37e9-5d57-4019-a1c3-5f55ea71501e,"MC-500SCCM-D-PCV10/5M,5IN, GAS: H2, P1 ",20060241,Hositrad,,,1,order,,, 
20911276,613b37e9-5d57-4019-a1c3-5f55ea71501e,"MC-500SCCM-D-PCV10/5M,5IN, GAS: H2, P1 ",20060242,Hositrad,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,100nm CH film ,20060122,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,40nm CH film ,20060127,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,40nm CH film ,20060117,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,100nm CH film ,20060129,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,100nm CH film ,20060130,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,60nm CH film ,20060125,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,60nm CH film ,20060126,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,60nm CH film ,20060124,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,20nm CH film ,20060128,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911277,4055d709-09d0-49f9-8414-ecd3271865d9,40nm CH film ,20060121,Henan Zhongjingkeyi Technology,,,1,order,,, 
20911289,04419650-a30d-4374-ab59-3911cac70e64, MLF18F UHV 18-way feedthrough on a DN40 CF flange ,20060395,tectra GmbH,,,1,order,,, 
20911289,04419650-a30d-4374-ab59-3911cac70e64, MLF18F UHV 18-way feedthrough on a DN40 CF flange ,20060393,tectra GmbH,,,1,order,,, 
20911289,04419650-a30d-4374-ab59-3911cac70e64,"MLF18AC Air-side connector, mating w/ MLF18F feedthrough ",20060392,tectra GmbH,,,1,order,,, 
20911289,04419650-a30d-4374-ab59-3911cac70e64,connectors,20060394,tectra GmbH,,,1,order,,, 
20911289,04419650-a30d-4374-ab59-3911cac70e64,"MLF18AC Air-side connector, mating w/ MLF18F feedthrough ",20060397,tectra GmbH,,,1,order,,, 
20911289,04419650-a30d-4374-ab59-3911cac70e64,"MLF18AC Air-side connector, mating w/ MLF18F feedthrough ",20060396,tectra GmbH,,,1,order,,, 
20911289,04419650-a30d-4374-ab59-3911cac70e64, MLF18F UHV 18-way feedthrough on a DN40 CF flange ,20060398,tectra GmbH,,,1,order,,, 
20911296,758259a3-595b-4635-8979-92307feeb238,PM 153 903 -T Sales Promotion Turbo HiPace 80 Package DN 63 ISO-K ,20060380,Pfeiffer Vacuum Austria GmbH,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060275,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060276,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060274,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060284,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060279,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060277,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060278,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060281,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060288,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060280,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060287,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060285,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060282,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060289,Beatronic Supply s.r.o,,,1,order,,, 
20911310,a68761b5-df7e-465e-bbcd-4f059deb9a0a,SLS 095_20_08_R_66 ,20060286,Beatronic Supply s.r.o,,,1,order,,, 
20911313,2a2d9f76-5020-4f9f-845f-1ab4ce387fdf,411894 Universal Motorized Rotation Stage L4,20060476,Safibra,,,1,order,,, 
20911316,b33866ef-ed73-453a-8f06-da2ea5957aaa,"4 Port 3 dB SMA 180Â° Hybrid Coupler, 1-2 GHz Model: JSO-01-465/3S ",20060400,Pulsar Microwave Corporation ,,,1,order,,, 
20911316,b33866ef-ed73-453a-8f06-da2ea5957aaa,"4 Port 3 dB SMA 180Â° Hybrid Coupler, 1-2 GHz Model: JSO-01-465/3S ",20060399,Pulsar Microwave Corporation ,,,1,order,,, 
20911343,dafd8714-d627-4816-b252-cccb15c8eda5,polaris-K2S2P ,20060507,OptiXs,,,1,order,,, 
20911343,dafd8714-d627-4816-b252-cccb15c8eda5,polaris-K2S2P ,20060506,OptiXs,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090185,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090188,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090186,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090193,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090180,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090183,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090187,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090176,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090191,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090189,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090175,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090190,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090178,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090181,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090179,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090177,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090194,HENNLICH s.r.o.,,,1,order,,, 
20911353,0372700d-58c4-444b-b782-a31fba20f537,Flow Indicator + Flow switch - RVM / UA-2/20,20090184,HENNLICH s.r.o.,,,1,order,,, 
20911354,260f2382-3c24-4759-8e6c-96d64d62b1c3,"Polaris Kinematic Platform Mount, 2 Adjusters, M4 Mounting Holes",20070045,Thorlabs GmbH,POLARIS-K1M4/M,,1,order,y,04) L4b,569d181a-7b9a-4bf5-b4b4-48d099ca781a
20911365,7ecd7dad-6378-4226-8b74-b9c1758fe8fc,"Power supply (12V, 1.5A) PS12-1.5-4 ",20060583,STANDA-VILNIUS,PS12-1.5-4,,1,order,y,07) E2,b585ece4-5fa5-4930-afca-5f09ba744571
20911371,acae25fc-528f-4897-b2c0-5544dde02e40,162 - LT1/M ,20060578,Optixs,,,1,order,,, 
20911371,acae25fc-528f-4897-b2c0-5544dde02e40,162 - LT1/M ,20060579,Optixs,,,1,order,,, 
20911375,7676e590-01a2-4f11-94df-cc9e3c86b9ae,"369174 -ISO100VR-VB-PC1-10 - ISO-O-Ring, DN100, FKM vacuum baked ID 107 x 5,3 mm",20080544,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
20911375,7676e590-01a2-4f11-94df-cc9e3c86b9ae,"369174 -ISO100VR-VB-PC1-10 - ISO-O-Ring, DN100, FKM vacuum baked ID 107 x 5,3 mm",20080540,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
20911375,7676e590-01a2-4f11-94df-cc9e3c86b9ae,"369174 -ISO100VR-VB-PC1-10 - ISO-O-Ring, DN100, FKM vacuum baked ID 107 x 5,3 mm",20080541,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
20911375,7676e590-01a2-4f11-94df-cc9e3c86b9ae,"369174 -ISO100VR-VB-PC1-10 - ISO-O-Ring, DN100, FKM vacuum baked ID 107 x 5,3 mm",20080543,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
20911376,2a398c31-472b-4721-9aa8-23b1ccc75b01,Two Piezo Actuator 50mm Low Distortion,20080565,Thorlabs GmbH,POLARIS-K50F2P-SP,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4
20911376,2a398c31-472b-4721-9aa8-23b1ccc75b01,Two Piezo Actuator 50mm Low Distortion,20080564,Thorlabs GmbH,POLARIS-K50F2P-SP,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4
20911383,65897b9d-5b06-4964-9df5-bbb5183c5c2e,ResearchIR 4.x Max (USB Dongle),20070202,w-technika,,,1,order,,, 
20911396,8889ae26-97c0-46da-8a6b-adc769610135,BPF10.0-19 Type: band-pass filter for 10.0 THz with aperture D19 mm ,20070101,Tydex,,,1,order,,, 
20911396,8889ae26-97c0-46da-8a6b-adc769610135,BPF15.0-19 Type: band-pass filter for 15.0 THz with aperture D19 mm ,20070102,Tydex,,,1,order,,, 
20911396,af052085-cad1-44a9-8512-cac475507cc2,LPX-HRFZ-SI-D101.6-F300 Type: plano-convex lens Material: HRFZ-Si Diameter: 101.6 (+0/-1.1) mm EFL@3,20070094,Tydex,,,1,order,,, 
20911396,8889ae26-97c0-46da-8a6b-adc769610135,LPX-HRFZ-SI-D38.1-F76.9 Type: plano-convex lens Material: HRFZ-Si Diameter: 38.1 (+0/-0.1) mm EFL@30,20070093,Tydex,,,1,order,,, 
20911396,8889ae26-97c0-46da-8a6b-adc769610135,LPX-HRFZ-SI-D76.2-F200 Type: plano-convex lens Material: HRFZ-Si Diameter: 76.2 (+0/-0.1) mm EFL@300,20070096,Tydex,,,1,order,,, 
20911396,8889ae26-97c0-46da-8a6b-adc769610135,W-HRFZ-SI-D50.8-T0.5 Type: window Material: HRFZ-Si Diameter: 50.8 (+0/-0.1) mm Thickness: 0.5 (+/-0,20070098,Tydex,,,1,order,,, 
20911396,8889ae26-97c0-46da-8a6b-adc769610135,W-HRFZ-SI-D50.8-T5 Type: window Material: HRFZ-Si Diameter: 50.8 (+0/-0.1) mm Thickness: 5.0 (+/-0.1,20070095,Tydex,,,1,order,,, 
20911396,8889ae26-97c0-46da-8a6b-adc769610135,W-HRFZ-SI-D50.8-T5 Type: window Material: HRFZ-Si Diameter: 50.8 (+0/-0.1) mm Thickness: 5.0 (+/-0.1,20070103,Tydex,,,1,order,,, 
20911396,8889ae26-97c0-46da-8a6b-adc769610135,W-HRFZ-SI-D50.8-T8 Type: window Material: HRFZ-Si Diameter: 50.8 (+0/-0.1) mm Thickness: 8.0 (+/-0.1,20070097,Tydex,,,1,order,,, 
20911412,15cc8966-01a0-4c70-9537-db6bb16eaa09,XRS25 X-Ray Shutter Basic Plate for unhoused shutter ,20070092,Acal BFi ,,,1,order,,, 
20911434,1a81f69e-e29d-4273-8b04-1e7099fc96e2,"Low Distortion Ø50 mm Mirror Mount, 2 Hex Adjusters with Side Holes",20070268,Thorlabs GmbH,POLARIS-K50F4/M,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4
20911434,1a81f69e-e29d-4273-8b04-1e7099fc96e2,"Low Distortion Ø50 mm Mirror Mount, 2 Hex Adjusters with Side Holes",20070266,Thorlabs GmbH,POLARIS-K50F4/M,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4
20911434,7a0d4958-cb59-4550-8887-bcbf8c5c96c3,"Low Distortion Ø50 mm Mirror Mount, 2 Hex Adjusters with Side Holes",20070269,Thorlabs GmbH,POLARIS-K50F4/M,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4
20911434,7a0d4958-cb59-4550-8887-bcbf8c5c96c3,"Low Distortion Ø50 mm Mirror Mount, 2 Hex Adjusters with Side Holes",20070271,Thorlabs GmbH,POLARIS-K50F4/M,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4
20911434,7a0d4958-cb59-4550-8887-bcbf8c5c96c3,"Low Distortion Ø50 mm Mirror Mount, 2 Hex Adjusters with Side Holes",20070270,Thorlabs GmbH,POLARIS-K50F4/M,,1,order,y,01) L1,312f17dc-14da-40f7-8dc2-81abf50870c4
20911442,5b264525-e6e8-4265-ace1-fb76fb88e67a,NSA12V6,20070086,"MIT, spol. s r.o.",NSA12V6,,1,order,,, 
20911442,5b264525-e6e8-4265-ace1-fb76fb88e67a,NSA12V6,20070082,"MIT, spol. s r.o.",NSA12V6,,1,order,,, 
20911442,5b264525-e6e8-4265-ace1-fb76fb88e67a,NSA12V6,20070085,"MIT, spol. s r.o.",NSA12V6,,1,order,,, 
20911442,5b264525-e6e8-4265-ace1-fb76fb88e67a,NSA12V6,20070087,"MIT, spol. s r.o.",NSA12V6,,1,order,,, 
20911442,5b264525-e6e8-4265-ace1-fb76fb88e67a,NSA12V6,20070084,"MIT, spol. s r.o.",NSA12V6,,1,order,,, 
20911442,5b264525-e6e8-4265-ace1-fb76fb88e67a,NSA12V6,20070088,"MIT, spol. s r.o.",NSA12V6,,1,order,,, 
20911448,0737258e-3f64-40f9-9e92-53cb29460739,CR-39 sheet 9x9 cm thickness 1.5 mm ,20070246,MI.AM S.R.L. ,,,1,order,,, 
20911453,8974de69-5b6c-4edb-b277-0dbee67af7d2,"PM 061 348 AT 1 pc 645,00 DCU 002, Display control unit ",20070089,Pfeiffer Vacuum Austria GmbH,,,1,order,,, 
20911455,41c280b1-c80d-445b-a058-29f7c602f6d4,CF40-SUBD-9-PRO ,20070119,VACOM Vakuum Komponenten & Messtechnik GmbH,,,1,order,,, 
20911456,a47d266d-8eb3-43b3-a141-874da02214e2,YAG Windows. diam.25.4 mm. 2 mm ,20070131,EKSMA,555-7253,,1,order,y,23) E1/PXS,5615d496-afc4-465a-ab49-fee552ee0015
20911456,a47d266d-8eb3-43b3-a141-874da02214e2,CaF2 window. diam.25.4 mm. 4 mm ,20070132,EKSMA,531-5254,,2,order,y,23) E1/PXS,5615d496-afc4-465a-ab49-fee552ee0015
20911456,a47d266d-8eb3-43b3-a141-874da02214e2,"YAG (undopped) flat window, orientation [111), dia.25.4mm, thickness 2 mm ",20070130,EKSMA,555-7252,,1,order,y,23) E1/PXS,5615d496-afc4-465a-ab49-fee552ee0015
20911456,a47d266d-8eb3-43b3-a141-874da02214e2,UV LiF flat window. dia.38.1 x4 mm,20070133,EKSMA,510-5384,,,order,y,23) E1/PXS,5615d496-afc4-465a-ab49-fee552ee0015
20911458,f6bbfffe-8d83-417e-8554-7034ee6ebf21,"Six-Position Motorized Filter Wheel for Ø1"" (Ø25 mm) Optics",20070111,Thorlabs GmbH,FW102C,,1,order,y,06) E1,a0c0fbab-160e-4cde-a525-45a8c6ad6274
20911466,8c415232-344a-455f-859b-e1439e045977,Motorized Kinematic Vertical Drive Mirror Mount,20070234,STANDA-VILNIUS,8MKVDOM-4,,1,order,y,07) E2,b585ece4-5fa5-4930-afca-5f09ba744571
20911473,c69be178-e958-45bd-9215-af40b83ffbd9,MLH10X,20070236,ATEsystem s.r.o.,MLH10X,,1,order,,, 
20911477,c8475bc4-9a7f-40fd-96cf-d48df42306b2,"Material: N-BK7 equivalent Dimensions, mm: ?101.6 ",20070335,Altechna,,,1,order,,, 
20911477,c8475bc4-9a7f-40fd-96cf-d48df42306b2,"Material: N-BK7 equivalent Dimensions, mm: ?101.6 ",20070337,Altechna,,,1,order,,, 
20911482,ea69115b-9c1e-4452-a8aa-c9b67d1346ac,DV10x8SR4A-1,20070464,VIAKOM,DV10x8SR4A-1,DV10x8SR4A-1,1,order,,, 
20911482,ea69115b-9c1e-4452-a8aa-c9b67d1346ac,DV10x8SR4A-1,20070466,VIAKOM,DV10x8SR4A-1,DV10x8SR4A-1,1,order,,, 
20911482,ea69115b-9c1e-4452-a8aa-c9b67d1346ac,DV10x8SR4A-1,20070465,VIAKOM,DV10x8SR4A-1,DV10x8SR4A-1,1,order,,, 
20911482,ea69115b-9c1e-4452-a8aa-c9b67d1346ac,DV10x8SR4A-1,20070467,VIAKOM,DV10x8SR4A-1,DV10x8SR4A-1,1,order,,, 
20911482,ea69115b-9c1e-4452-a8aa-c9b67d1346ac,DV10x8SR4A-1,20070468,VIAKOM,DV10x8SR4A-1,DV10x8SR4A-1,1,order,,, 
20911482,ea69115b-9c1e-4452-a8aa-c9b67d1346ac,DV10x8SR4A-1,20070463,VIAKOM,DV10x8SR4A-1,DV10x8SR4A-1,1,order,,, 
20911484,c539e918-0a61-48c9-a7a0-3c7a39ab1353,958-1026-ND (AXUV576C,20070347,Digi-Key ELECTRONICS ,,,1,order,,, 
20911484,c539e918-0a61-48c9-a7a0-3c7a39ab1353,958-1027-ND (AXUV20HS1) ,20070346,Digi-Key ELECTRONICS ,,,1,order,,, 
20911503,8ec70b4b-f15c-4ad3-ae49-643799c5d965,HG-2 Mercury Wavelength Calibration Source ,20070434,Safibra,,,1,order,,, 
20911504,160283ec-20d4-47fd-8527-69829a7ba6ac,XRS25S2P1 X-Ray Shutter: Blades,20090431,ACAL BFI GERMANY ,,,1,order,,, 
20911505,6e58f3e8-ad45-48d4-97c9-6d246c20ba4c,XRS25S2P1 X-Ray Shutter: Blades,20090431,ACAL BFI GERMANY ,,,1,order,,, 
20911506,48baa30f-df82-483d-982f-d08cd6b1a274,"Window N-BK7 equivalent, ?154 ",20070446,Altechna,,,1,order,,, 
20911523,256e215e-b4dd-4a7e-9ae9-79a38251d2d1,309 - Vacuum Compatible Manual Translation Stage,20070419,Optixs,,,1,order,,, 
20911523,256e215e-b4dd-4a7e-9ae9-79a38251d2d1,310 - Stainless-Steel-Vacuum- Compatible Linear Stage,20070423,Optixs,,,1,order,,, 
20911523,256e215e-b4dd-4a7e-9ae9-79a38251d2d1,310 - Stainless-Steel-Vacuum- Compatible Linear Stage,20070426,Optixs,,,1,order,,, 
20911523,256e215e-b4dd-4a7e-9ae9-79a38251d2d1,309 - Vacuum Compatible Manual Translation Stage,20070417,Optixs,,,1,order,,, 
20911523,256e215e-b4dd-4a7e-9ae9-79a38251d2d1,309 - Vacuum Compatible Manual Translation Stage,20070418,Optixs,,,1,order,,, 
20911523,256e215e-b4dd-4a7e-9ae9-79a38251d2d1,308 - Vacuum Compatible Precision Rotary Stage ,20070420,Optixs,,,1,order,,, 
20911523,256e215e-b4dd-4a7e-9ae9-79a38251d2d1,308 - Vacuum Compatible Precision Rotary Stage ,20070421,Optixs,,,1,order,,, 
20911523,256e215e-b4dd-4a7e-9ae9-79a38251d2d1,308 - Vacuum Compatible Precision Rotary Stage ,20070424,Optixs,,,1,order,,, 
